Frame,Label,Confidence,X1,Y1,X2,Y2
282,player,0.8525901436805725,887,378,958,603
282,referee,0.841719925403595,183,495,260,698
282,player,0.7450902462005615,1045,439,1113,546
282,player,0.7305509448051453,86,199,168,374
282,player,0.656720757484436,343,380,489,603
282,referee,0.653107225894928,265,175,309,337
282,player,0.6502664685249329,602,219,668,390
282,player,0.5630882382392883,76,205,118,375
282,player,0.5393388867378235,466,418,550,626
282,net,0.5208728909492493,822,144,876,215
282,player,0.49295735359191895,294,320,379,478
282,player,0.29171085357666016,536,331,603,417
282,player,0.28848159313201904,293,319,380,556
282,player,0.2708926200866699,511,151,569,332
283,player,0.8536805510520935,887,378,958,603
283,referee,0.8405898809432983,183,495,260,697
283,player,0.7502687573432922,1045,439,1113,546
283,player,0.73725825548172,86,199,168,374
283,player,0.6705450415611267,344,381,490,603
283,player,0.6540847420692444,602,219,669,398
283,referee,0.6458721160888672,266,174,309,338
283,player,0.538396418094635,76,205,118,375
283,player,0.5358465909957886,459,418,550,627
283,player,0.5284659266471863,295,320,380,507
283,net,0.4262651205062866,822,144,876,216
283,player,0.3370135426521301,511,151,569,333
284,player,0.8502234220504761,886,379,958,603
284,player,0.8484254479408264,363,382,485,591
284,referee,0.8472389578819275,184,497,263,690
284,player,0.8087995052337646,602,219,666,397
284,player,0.800000786781311,84,199,163,373
284,player,0.7931234240531921,298,323,376,549
284,player,0.7774685621261597,475,421,563,631
284,player,0.7381254434585571,1045,439,1112,546
284,referee,0.7197969555854797,268,177,307,338
284,player,0.3872220516204834,75,206,114,375
284,net,0.3030223250389099,820,143,875,215
285,referee,0.8576405644416809,183,497,265,698
285,player,0.8501205444335938,886,379,958,603
285,player,0.8481471538543701,363,383,485,591
285,player,0.8051705956459045,602,219,666,398
285,player,0.800157904624939,84,199,163,372
285,player,0.7856538891792297,298,323,376,549
285,player,0.7747060656547546,475,421,563,631
285,player,0.7347287535667419,1045,439,1112,546
285,referee,0.7177242040634155,268,177,307,337
285,player,0.403131365776062,75,206,114,375
285,net,0.2682690918445587,820,143,875,216
286,referee,0.8997789621353149,183,497,268,707
286,player,0.8615780472755432,390,385,493,594
286,player,0.8505058288574219,884,382,958,603
286,player,0.8234211802482605,301,325,380,471
286,player,0.8092493414878845,601,220,664,389
286,player,0.7923794984817505,505,421,585,629
286,player,0.7338798642158508,1044,440,1111,546
286,player,0.7331284284591675,76,199,155,376
286,referee,0.7240278720855713,268,176,308,338
286,net,0.4461894929409027,818,143,875,216
287,referee,0.898741602897644,183,497,268,707
287,player,0.86052405834198,389,383,495,595
287,player,0.8499349355697632,884,382,958,603
287,player,0.8254416584968567,300,325,380,471
287,player,0.7868101596832275,601,222,664,378
287,player,0.7824157476425171,497,422,588,629
287,player,0.7509940266609192,75,199,154,375
287,player,0.7382783889770508,1044,440,1112,546
287,referee,0.7086044549942017,268,175,308,338
287,net,0.47131088376045227,819,144,875,216
288,referee,0.8876959681510925,183,496,272,712
288,player,0.8589068055152893,416,388,508,590
288,player,0.8476570248603821,880,384,958,603
288,player,0.8062170743942261,1043,441,1111,547
288,player,0.772239625453949,71,201,145,375
288,player,0.7722287178039551,597,220,663,380
288,referee,0.7562963962554932,269,176,308,339
288,player,0.7285099625587463,304,327,383,540
288,player,0.7212461233139038,511,418,595,638
288,player,0.5822428464889526,304,327,382,476
288,net,0.36085233092308044,818,144,875,216
289,referee,0.8870925307273865,183,497,272,712
289,player,0.8595491051673889,416,387,509,590
289,player,0.8472381234169006,880,384,958,603
289,player,0.8059901595115662,511,417,597,637
289,player,0.8040282726287842,1043,441,1112,547
289,player,0.7581430673599243,598,220,663,385
289,referee,0.7523854970932007,269,176,308,339
289,player,0.7462173700332642,69,203,145,375
289,player,0.7293490171432495,304,327,383,539
289,player,0.34977108240127563,305,327,379,467
289,net,0.3346709907054901,818,144,875,216
290,referee,0.883456826210022,185,497,275,708
290,player,0.8663234114646912,433,385,513,596
290,player,0.8582720756530762,878,388,958,603
290,player,0.8373692035675049,522,415,609,630
290,player,0.7984613180160522,598,220,663,395
290,player,0.7647916674613953,1043,440,1111,546
290,player,0.7350139021873474,307,329,383,512
290,referee,0.7337121963500977,269,172,310,339
290,player,0.6448768973350525,576,330,656,490
290,player,0.5712352991104126,67,202,136,377
290,net,0.5347149968147278,820,145,873,215
290,player,0.2675184905529022,391,267,456,445
291,referee,0.8834450840950012,185,497,275,708
291,player,0.861030638217926,433,385,514,595
291,player,0.8580234050750732,878,388,958,603
291,player,0.8473703265190125,522,415,609,631
291,player,0.7893574237823486,598,220,664,397
291,player,0.7621539831161499,1043,440,1111,546
291,player,0.7354919910430908,307,330,383,511
291,referee,0.7346944808959961,269,172,310,339
291,player,0.6923926472663879,576,331,656,492
291,player,0.5949574112892151,66,202,138,376
291,net,0.5444016456604004,820,145,873,215
291,player,0.26317763328552246,391,270,456,444
292,referee,0.8806309700012207,191,498,275,697
292,player,0.8657833933830261,445,387,522,595
292,player,0.8522018790245056,877,390,958,602
292,player,0.7934362292289734,534,412,633,639
292,player,0.7840491533279419,597,220,663,394
292,player,0.773881733417511,1042,440,1110,546
292,player,0.7731494307518005,309,330,383,546
292,player,0.753861129283905,63,197,131,380
292,referee,0.7099972367286682,270,173,311,337
292,net,0.3491256535053253,819,145,871,215
293,referee,0.8807280659675598,191,498,275,697
293,player,0.8663232326507568,445,387,522,597
293,player,0.8527012467384338,877,390,959,602
293,player,0.8191148042678833,534,411,635,643
293,player,0.791738748550415,309,330,383,547
293,player,0.7892511487007141,595,220,664,386
293,player,0.7748340964317322,1042,440,1111,546
293,player,0.7714285254478455,66,198,131,379
293,referee,0.7219829559326172,269,169,311,338
293,net,0.5303911566734314,818,145,871,216
294,referee,0.8768362402915955,194,499,276,700
294,player,0.8462942838668823,457,392,528,607
294,player,0.8318079113960266,876,391,958,603
294,player,0.8180780410766602,63,195,131,379
294,player,0.7459046840667725,1038,442,1109,547
294,player,0.7303900122642517,309,330,381,546
294,player,0.7276197075843811,551,414,647,615
294,player,0.72421795129776,596,222,661,385
294,referee,0.6985303163528442,271,173,314,338
294,net,0.3070434331893921,817,146,870,215
295,referee,0.8717783689498901,193,499,275,699
295,player,0.8466922640800476,457,392,528,608
295,player,0.832734227180481,876,391,958,604
295,player,0.8185077905654907,63,194,130,378
295,player,0.7728235125541687,595,221,661,384
295,player,0.7430684566497803,552,413,646,614
295,player,0.7396848797798157,1038,442,1109,547
295,player,0.7361096739768982,309,330,382,547
295,referee,0.7083302140235901,270,173,314,338
295,net,0.3806184232234955,817,146,870,215
296,referee,0.8569591641426086,200,499,277,691
296,player,0.8514536023139954,464,390,538,605
296,player,0.8464791178703308,876,394,958,607
296,player,0.8204349875450134,310,330,378,548
296,player,0.8093445897102356,594,222,660,360
296,player,0.7878484725952148,63,195,125,380
296,player,0.7636831402778625,1037,443,1107,547
296,referee,0.6972867846488953,270,175,312,337
297,referee,0.8572309017181396,200,499,277,691
297,player,0.8510260581970215,464,390,538,605
297,player,0.8454342484474182,876,394,958,607
297,player,0.8188239336013794,310,330,378,548
297,player,0.8081380724906921,594,222,660,360
297,player,0.7951297760009766,63,195,125,380
297,player,0.7655370235443115,1037,443,1107,547
297,referee,0.6940675973892212,270,175,312,337
298,player,0.8695729970932007,467,392,548,608
298,referee,0.8581030964851379,206,498,279,695
298,player,0.8482504487037659,879,395,957,608
298,player,0.8207589387893677,310,327,375,548
298,player,0.8096985220909119,591,221,657,367
298,player,0.7989336252212524,58,189,121,382
298,player,0.7371447086334229,1036,443,1105,546
298,referee,0.7275350093841553,267,175,310,338
298,player,0.29209887981414795,586,415,668,594
298,net,0.25387120246887207,810,147,866,217
299,player,0.882445216178894,467,392,549,608
299,player,0.8600113391876221,873,395,957,609
299,referee,0.8575997948646545,206,498,279,695
299,player,0.8118762373924255,310,328,375,548
299,player,0.8091760277748108,58,189,121,382
299,player,0.8024170994758606,591,221,657,366
299,referee,0.8016742467880249,264,174,310,338
299,player,0.7553151249885559,1036,443,1105,545
299,player,0.5224051475524902,588,415,665,592
299,net,0.3910016119480133,810,147,867,217
300,player,0.8569749593734741,876,396,959,614
300,referee,0.8559660911560059,209,499,279,692
300,player,0.8317673802375793,469,391,560,609
300,player,0.8033778667449951,592,220,656,370
300,referee,0.7917675971984863,265,173,309,337
300,player,0.7767241597175598,312,326,374,539
300,player,0.7445882558822632,52,196,116,383
300,player,0.7252193689346313,1031,443,1103,546
300,net,0.38402968645095825,811,149,864,217
300,player,0.25995203852653503,604,417,675,602
301,player,0.8569117188453674,876,396,959,614
301,referee,0.8546130061149597,209,499,279,691
301,player,0.8323078751564026,469,391,560,609
301,player,0.8091892600059509,592,220,656,365
301,referee,0.7948986887931824,265,173,309,337
301,player,0.7780314683914185,312,326,374,540
301,player,0.7459483742713928,52,196,117,384
301,player,0.7171297073364258,1031,443,1104,546
301,net,0.39664843678474426,811,149,864,217
301,player,0.30158013105392456,604,417,675,604
302,player,0.8602007627487183,877,396,959,612
302,referee,0.8522499799728394,214,499,277,692
302,player,0.8515363335609436,472,388,570,604
302,player,0.8110347390174866,312,325,374,546
302,referee,0.7996376156806946,264,175,309,338
302,player,0.793915331363678,45,197,115,382
302,player,0.7758066058158875,1029,442,1101,547
302,player,0.6392121315002441,592,220,655,372
302,net,0.6051586866378784,809,150,861,218
302,player,0.4489879906177521,606,423,678,605
302,player,0.3554479777812958,493,157,548,331
302,player,0.32496142387390137,591,221,652,327
303,player,0.8596221208572388,877,396,959,612
303,player,0.8521248698234558,472,388,570,604
303,referee,0.8516185283660889,214,499,277,692
303,player,0.8069600462913513,312,325,374,544
303,player,0.801616370677948,45,197,115,382
303,referee,0.8011673092842102,264,175,309,337
303,player,0.7746009826660156,1029,442,1101,547
303,player,0.6836786270141602,591,221,654,380
303,net,0.6074025630950928,809,150,861,218
303,player,0.4072747230529785,607,424,678,605
303,player,0.36862364411354065,493,157,548,331
304,player,0.8614004850387573,475,380,586,605
304,player,0.8574510216712952,877,394,958,612
304,referee,0.8441939949989319,215,498,276,687
304,player,0.8054730296134949,40,197,111,384
304,referee,0.775033175945282,263,175,309,339
304,player,0.7695934176445007,312,322,374,474
304,player,0.7421976923942566,1027,443,1100,547
304,player,0.6854895353317261,589,222,653,388
304,player,0.6558831930160522,629,424,715,605
304,net,0.5918706655502319,805,150,861,220
304,player,0.4634481370449066,489,157,546,333
304,player,0.3284349739551544,586,353,633,531
304,player,0.2957132160663605,586,361,651,530
305,player,0.8607494831085205,475,380,586,605
305,player,0.8572381138801575,877,394,958,612
305,referee,0.8554837703704834,215,496,276,688
305,player,0.8066136837005615,40,197,111,384
305,player,0.7650581002235413,312,322,373,473
305,referee,0.7610214948654175,262,175,309,340
305,player,0.7455337047576904,1027,442,1100,547
305,player,0.7148971557617188,590,222,654,389
305,player,0.6496036052703857,630,425,715,605
305,net,0.6114637851715088,805,150,861,220
305,player,0.3974907696247101,586,362,643,530
305,player,0.32543280720710754,489,157,547,333
305,player,0.2687661349773407,586,356,665,528
306,player,0.8602343797683716,481,378,588,600
306,referee,0.8401708602905273,218,497,274,686
306,player,0.8364418745040894,36,200,104,384
306,player,0.8293318748474121,878,393,957,612
306,player,0.7916138172149658,633,425,728,598
306,player,0.7727361917495728,311,320,372,482
306,referee,0.7443622946739197,262,175,308,344
306,player,0.6896194219589233,1027,443,1099,548
306,player,0.43703585863113403,587,222,669,406
306,net,0.3825529217720032,807,151,861,220
306,player,0.37544357776641846,489,159,547,333
306,player,0.29431360960006714,589,223,652,326
307,player,0.8612635731697083,481,378,588,601
307,player,0.8394894003868103,36,200,104,382
307,referee,0.839281439781189,218,497,274,686
307,player,0.8292423486709595,878,393,957,612
307,player,0.7939820289611816,633,425,728,598
307,player,0.7774797677993774,311,319,372,480
307,referee,0.7440029382705688,262,175,308,344
307,player,0.6615074872970581,1028,443,1098,548
307,player,0.39453649520874023,490,158,547,334
307,player,0.3890218734741211,588,222,661,397
307,net,0.3400425612926483,807,151,861,220
307,player,0.321403831243515,589,223,651,326
308,player,0.8699910640716553,490,376,594,594
308,referee,0.8441039323806763,220,495,278,689
308,player,0.843157947063446,878,395,958,616
308,player,0.8109112977981567,31,201,103,384
308,player,0.7760636210441589,309,318,372,468
308,player,0.7243930101394653,492,160,547,335
308,player,0.7217662334442139,1026,443,1096,548
308,referee,0.7021785974502563,260,176,307,346
308,player,0.6531258821487427,635,418,735,599
308,net,0.6423343420028687,803,151,859,221
308,player,0.5676283836364746,589,225,648,320
308,player,0.2774507999420166,588,351,712,534
308,player,0.2606494128704071,588,365,636,535
309,player,0.8698044419288635,490,376,594,594
309,referee,0.8440908789634705,220,495,278,689
309,player,0.8416854739189148,878,394,958,616
309,player,0.8108316659927368,31,201,103,384
309,player,0.7770057320594788,309,318,372,468
309,player,0.7239800095558167,492,160,547,335
309,player,0.7195572257041931,1026,443,1096,548
309,referee,0.7017402052879333,260,176,307,346
309,player,0.6502216458320618,635,418,735,599
309,net,0.6373915076255798,803,151,859,221
309,player,0.5671609044075012,589,224,645,319
309,player,0.2869889438152313,588,365,635,535
309,player,0.26050683856010437,588,352,712,534
310,player,0.8542178273200989,504,369,602,586
310,referee,0.8498631119728088,221,497,279,693
310,player,0.8328742384910583,309,315,371,464
310,player,0.8266744613647461,25,199,101,384
310,player,0.809248149394989,882,396,958,616
310,referee,0.7330662608146667,256,177,304,347
310,player,0.696150004863739,634,416,739,603
310,player,0.6829837560653687,1024,447,1098,548
310,player,0.6393983960151672,491,157,546,337
310,player,0.5107319355010986,587,225,646,328
310,referee,0.473960816860199,3,158,38,342
310,player,0.4073934853076935,597,342,684,538
310,referee,0.3445985019207001,0,159,29,344
310,net,0.31471049785614014,807,152,859,220
311,player,0.8587520122528076,504,369,602,587
311,referee,0.8482464551925659,220,496,279,693
311,player,0.8314684629440308,309,315,370,464
311,player,0.8286883234977722,26,199,101,384
311,player,0.8203511238098145,881,396,959,620
311,referee,0.7474110722541809,256,177,304,347
311,player,0.7204902172088623,634,414,739,603
311,player,0.7137198448181152,489,157,546,338
311,player,0.6710153818130493,1024,447,1097,548
311,referee,0.47223973274230957,3,158,38,341
311,player,0.4628245532512665,588,225,646,325
311,player,0.4249196946620941,597,344,682,536
311,net,0.3771953880786896,807,152,859,220
311,referee,0.3247676193714142,0,159,29,343
312,referee,0.853622317314148,221,494,282,699
312,player,0.8223128914833069,19,198,99,384
312,player,0.8202123641967773,310,313,372,468
312,player,0.8152924180030823,885,396,959,617
312,referee,0.7399048805236816,256,178,302,348
312,player,0.724329948425293,634,412,739,606
312,player,0.6367025971412659,587,225,644,317
312,player,0.6353029012680054,1023,448,1096,548
312,player,0.58892422914505,520,365,609,575
312,player,0.49378806352615356,606,346,701,521
312,net,0.45661890506744385,807,152,858,219
312,player,0.43833574652671814,387,276,445,464
313,referee,0.8529520034790039,221,495,282,699
313,player,0.8217211961746216,310,312,372,467
313,player,0.8203819990158081,19,198,99,385
313,player,0.8188972473144531,885,396,959,618
313,player,0.7423208355903625,633,412,740,609
313,referee,0.7405490875244141,256,178,302,348
313,player,0.6325929760932922,1023,448,1097,548
313,player,0.5862706303596497,586,225,646,316
313,player,0.5751655697822571,520,365,609,576
313,player,0.4522009491920471,606,351,697,520
313,player,0.43987327814102173,386,276,445,463
313,net,0.4241902530193329,807,153,858,219
314,referee,0.8849851489067078,223,495,287,703
314,player,0.831943690776825,886,394,959,618
314,player,0.8294329047203064,310,311,371,468
314,player,0.8124319314956665,15,201,99,384
314,player,0.7780699133872986,535,351,618,578
314,referee,0.7584870457649231,256,178,301,350
314,player,0.7460511922836304,644,404,738,604
314,player,0.663147509098053,585,226,644,315
314,player,0.6281949281692505,1022,448,1097,547
314,player,0.6010438799858093,484,160,542,339
314,player,0.554010808467865,609,338,669,523
314,player,0.402601033449173,390,280,446,467
314,player,0.3345779478549957,0,168,22,379
315,referee,0.8829338550567627,223,495,287,703
315,player,0.8296638131141663,310,310,371,468
315,player,0.8282290101051331,886,394,959,618
315,player,0.8083987236022949,15,200,100,384
315,player,0.7730599641799927,535,351,618,578
315,referee,0.7545615434646606,255,178,301,350
315,player,0.7441695332527161,644,404,738,604
315,player,0.6641749739646912,585,226,644,315
315,player,0.6431290507316589,1022,448,1097,547
315,player,0.6103740930557251,484,160,542,339
315,player,0.5387853384017944,609,338,669,523
315,player,0.5121564865112305,390,284,446,467
315,player,0.3312724530696869,0,168,22,379
316,referee,0.8744010329246521,225,494,292,702
316,player,0.8417022228240967,886,395,960,622
316,player,0.8193754553794861,313,309,373,467
316,player,0.7946445345878601,8,200,96,387
316,referee,0.734844446182251,256,178,302,349
316,player,0.7114389538764954,638,382,738,605
316,player,0.6895778179168701,384,283,446,465
316,player,0.6819934248924255,550,349,621,576
316,player,0.6042094230651855,1023,450,1096,547
316,player,0.48985692858695984,484,157,543,339
316,player,0.3635682165622711,583,225,645,399
316,player,0.2514859139919281,584,226,643,328
317,referee,0.8769501447677612,225,494,293,703
317,player,0.8522294759750366,886,395,960,622
317,player,0.8213579058647156,313,309,372,468
317,player,0.7927089929580688,8,201,96,386
317,referee,0.7412956357002258,256,178,301,349
317,player,0.7130738496780396,641,380,738,604
317,player,0.6854296326637268,550,350,622,577
317,player,0.6831904053688049,385,284,446,469
317,player,0.5374017357826233,484,157,542,339
317,player,0.5306217670440674,1022,450,1097,547
317,player,0.34531933069229126,583,225,645,402
317,player,0.2599234879016876,584,226,643,329
318,referee,0.8768640756607056,227,492,293,704
318,player,0.8363549113273621,645,382,741,605
318,player,0.8317902684211731,314,306,375,466
318,player,0.830446720123291,888,393,961,623
318,player,0.8299595713615417,557,344,637,570
318,player,0.8003844022750854,6,199,94,386
318,player,0.8000817894935608,382,290,445,466
318,referee,0.7121326327323914,255,178,301,349
318,player,0.7037805318832397,483,159,546,340
318,player,0.6196171641349792,1022,450,1096,547
318,player,0.46584972739219666,584,226,642,325
318,player,0.4299425780773163,581,225,645,398
318,net,0.3000776469707489,806,152,857,221
319,referee,0.874450147151947,227,493,293,704
319,player,0.8533929586410522,644,382,741,604
319,player,0.841439962387085,557,344,636,571
319,player,0.8333432078361511,314,306,374,467
319,player,0.8311051726341248,888,394,961,622
319,player,0.8045274019241333,8,199,93,386
319,player,0.8027628064155579,382,290,445,467
319,referee,0.7108988761901855,255,178,301,349
319,player,0.7070775032043457,484,159,545,340
319,player,0.6469171047210693,1022,450,1096,547
319,player,0.4890795350074768,580,223,644,403
319,player,0.47835105657577515,584,226,642,325
320,referee,0.8503300547599792,228,493,297,703
320,player,0.8363345861434937,558,337,651,567
320,player,0.8314371705055237,317,305,377,466
320,player,0.827085554599762,889,392,963,628
320,player,0.8107285499572754,653,364,742,599
320,player,0.8099099397659302,381,288,444,463
320,player,0.7993413805961609,484,161,545,339
320,player,0.7867940664291382,583,226,645,386
320,player,0.7799007892608643,10,200,90,389
320,referee,0.6860840320587158,256,177,304,350
320,player,0.5967851877212524,1023,452,1097,547
320,net,0.35663744807243347,808,152,859,220
320,basketball,0.304508239030838,698,436,718,476
321,referee,0.8508616089820862,228,491,296,702
321,player,0.8401039242744446,558,337,651,567
321,player,0.8315683007240295,317,305,377,466
321,player,0.82737135887146,889,392,963,628
321,player,0.8104808330535889,381,288,444,462
321,player,0.7954413890838623,484,161,545,339
321,player,0.7948752045631409,653,364,742,599
321,player,0.7855398654937744,583,226,645,386
321,player,0.7788792848587036,9,200,89,389
321,referee,0.6783494353294373,256,177,304,350
321,player,0.5969105362892151,1023,452,1097,547
321,net,0.3840249478816986,808,152,859,220
321,basketball,0.31149905920028687,698,435,718,476
322,referee,0.8736932873725891,231,497,307,703
322,player,0.8388683795928955,559,335,657,575
322,player,0.837578535079956,890,393,963,628
322,player,0.8294111490249634,319,304,378,466
322,player,0.8047133684158325,380,286,446,469
322,player,0.7952413558959961,656,358,741,590
322,player,0.7667218446731567,6,201,82,389
322,player,0.7601965069770813,583,225,647,396
322,player,0.7566583156585693,484,160,546,339
322,referee,0.675869882106781,256,176,305,350
322,player,0.6288253664970398,1024,452,1096,546
322,net,0.5001785755157471,805,151,860,221
323,referee,0.8718023896217346,231,497,307,703
323,player,0.8373426795005798,559,335,656,573
323,player,0.8341790437698364,891,392,964,628
323,player,0.8266913294792175,318,304,379,468
323,player,0.8015487790107727,381,290,446,471
323,player,0.784878134727478,656,357,741,590
323,player,0.7753078937530518,9,201,83,387
323,player,0.7582947611808777,583,225,647,395
323,player,0.7479791045188904,484,160,546,339
323,referee,0.6609154939651489,256,176,305,350
323,player,0.6468800902366638,1024,451,1096,546
323,net,0.46077415347099304,805,151,861,221
324,referee,0.899310827255249,234,497,308,703
324,player,0.8358754515647888,893,393,966,630
324,player,0.8246858716011047,320,305,381,470
324,player,0.8152382373809814,559,332,661,567
324,player,0.7963874936103821,663,358,741,583
324,player,0.7944548726081848,384,286,449,472
324,player,0.7914920449256897,585,225,648,397
324,player,0.7577180862426758,7,200,80,393
324,player,0.7063145041465759,485,158,547,339
324,net,0.6030405163764954,806,151,862,221
324,player,0.545174777507782,1026,452,1094,545
324,referee,0.5358073115348816,258,175,307,350
325,referee,0.8993215560913086,233,497,309,702
325,player,0.8347463607788086,892,393,966,630
325,player,0.822746217250824,320,305,381,471
325,player,0.8098372220993042,559,332,661,567
325,player,0.8005867004394531,585,225,648,396
325,player,0.7976433634757996,384,286,449,473
325,player,0.7935044169425964,664,358,741,583
325,player,0.7542452812194824,7,200,80,393
325,player,0.708982527256012,485,158,547,339
325,net,0.5790057182312012,806,151,862,221
325,player,0.5428093075752258,1026,452,1093,545
325,referee,0.40104612708091736,260,175,308,349
326,referee,0.8764078617095947,235,497,313,703
326,player,0.8363185524940491,587,226,652,396
326,player,0.8303134441375732,894,393,967,632
326,player,0.807579517364502,4,201,77,394
326,player,0.7902904748916626,387,288,453,474
326,player,0.7890532612800598,324,307,385,496
326,player,0.7736619114875793,487,160,548,338
326,player,0.7385848760604858,1026,454,1093,544
326,player,0.7340205311775208,671,353,742,575
326,net,0.7091888785362244,805,152,862,225
326,player,0.6914741396903992,560,290,676,549
326,referee,0.5578935146331787,264,178,310,349
326,player,0.38978976011276245,691,323,746,503
326,player,0.25047263503074646,651,271,694,544
327,referee,0.8759289979934692,235,497,313,703
327,player,0.8343546986579895,587,226,652,396
327,player,0.8294385671615601,894,393,967,633
327,player,0.8068243861198425,4,201,77,394
327,player,0.7976622581481934,388,284,453,473
327,player,0.7899414896965027,324,306,385,493
327,player,0.7746872305870056,488,160,548,338
327,player,0.7431208491325378,1026,454,1093,545
327,player,0.7244258522987366,666,350,742,577
327,net,0.7119072079658508,805,152,862,225
327,player,0.6936210989952087,561,285,677,549
327,referee,0.5751171112060547,264,177,310,349
327,player,0.3787238299846649,691,323,746,501
328,referee,0.8685286045074463,238,500,324,702
328,player,0.837381899356842,588,227,652,400
328,player,0.8286313414573669,390,291,456,474
328,player,0.8284059166908264,566,341,683,542
328,player,0.8171872496604919,895,392,968,637
328,player,0.7949543595314026,2,201,77,395
328,player,0.7895517349243164,325,311,388,506
328,player,0.7851918339729309,490,161,551,342
328,player,0.7773231863975525,1025,455,1091,545
328,player,0.7304710149765015,675,345,743,573
328,net,0.7004135251045227,805,152,863,226
328,player,0.6792123317718506,703,315,755,526
328,referee,0.6153682470321655,263,178,310,351
328,player,0.2529590427875519,664,262,698,404
329,referee,0.8647800087928772,238,500,324,702
329,player,0.8318483233451843,565,341,684,541
329,player,0.8291316032409668,588,227,652,400
329,player,0.8263903856277466,390,290,456,474
329,player,0.8183943033218384,895,392,968,637
329,player,0.8077055811882019,2,203,78,395
329,player,0.7902727723121643,490,161,552,342
329,player,0.7785276174545288,325,311,389,515
329,player,0.7637566328048706,1024,454,1092,545
329,net,0.7440927028656006,804,152,863,226
329,player,0.7154431939125061,674,346,744,573
329,player,0.6787656545639038,704,316,755,525
329,referee,0.5869735479354858,263,178,310,351
330,referee,0.8878718614578247,238,501,330,701
330,player,0.8389102816581726,1,204,74,397
330,player,0.8212593793869019,329,315,391,527
330,player,0.820280134677887,390,291,457,479
330,player,0.8147040009498596,590,227,652,404
330,player,0.7887033820152283,899,394,971,636
330,player,0.6929129362106323,1027,459,1089,545
330,referee,0.6847303509712219,264,179,311,351
330,player,0.6818447113037109,490,162,553,342
330,net,0.3167424201965332,810,154,865,224
331,referee,0.8869149088859558,238,500,330,701
331,player,0.8385669589042664,1,204,74,398
331,player,0.8226886987686157,329,315,391,526
331,player,0.8224930763244629,390,291,457,479
331,player,0.810514509677887,589,227,652,404
331,player,0.7887611985206604,898,394,971,636
331,player,0.7276449799537659,489,161,553,342
331,player,0.6878727078437805,1027,459,1089,545
331,referee,0.6820704340934753,264,179,311,351
331,net,0.3402567505836487,810,154,866,225
332,referee,0.9012666940689087,240,502,332,703
332,player,0.840464174747467,1,204,74,399
332,player,0.8334534168243408,332,316,393,477
332,player,0.8250936269760132,392,291,461,483
332,player,0.8039742112159729,901,393,971,640
332,referee,0.7092374563217163,265,180,312,352
332,player,0.6455525159835815,1026,461,1085,545
332,player,0.5318272709846497,679,336,715,548
332,player,0.4609695076942444,716,328,783,545
332,player,0.3458229601383209,576,327,705,546
332,net,0.3450411856174469,809,155,866,226
332,player,0.2773592472076416,591,231,650,406
333,referee,0.9021603465080261,240,502,332,703
333,player,0.8386985659599304,332,315,392,481
333,player,0.8385461568832397,1,205,74,399
333,player,0.8244720101356506,392,292,461,483
333,player,0.8054194450378418,901,393,971,641
333,referee,0.7034151554107666,265,180,313,352
333,player,0.6464815735816956,1026,461,1085,545
333,player,0.511307954788208,716,328,783,546
333,player,0.4970264732837677,679,336,715,550
333,player,0.415859580039978,591,230,649,406
333,net,0.36407235264778137,809,155,866,226
333,player,0.3495323359966278,576,326,706,546
334,referee,0.8893283009529114,245,505,339,705
334,player,0.8403002619743347,1,205,74,400
334,player,0.8353251218795776,393,294,467,486
334,player,0.8330508470535278,334,316,397,480
334,player,0.8143601417541504,903,394,972,643
334,player,0.7848859429359436,492,164,558,344
334,player,0.7350107431411743,716,331,796,545
334,player,0.6756511330604553,1024,464,1084,547
334,player,0.6118128299713135,592,251,650,408
334,player,0.6015915274620056,681,330,724,561
334,referee,0.5921240448951721,266,179,316,352
334,player,0.5458479523658752,588,319,728,559
334,player,0.4276590645313263,633,327,726,558
334,player,0.35656043887138367,707,331,765,571
335,referee,0.8890920281410217,245,505,339,705
335,player,0.8437321782112122,1,205,74,399
335,player,0.8335311412811279,333,315,398,479
335,player,0.8169133067131042,903,394,972,642
335,player,0.8168589472770691,394,287,467,487
335,player,0.8108862042427063,492,164,557,344
335,player,0.7697715759277344,715,331,796,541
335,player,0.6446331143379211,591,236,648,408
335,player,0.6389747858047485,1025,464,1084,547
335,player,0.5985255837440491,681,331,724,563
335,player,0.5696936845779419,589,321,728,560
335,referee,0.565333366394043,265,178,316,352
335,player,0.40826261043548584,705,329,763,569
336,referee,0.8837818503379822,246,506,339,707
336,player,0.8407192826271057,0,208,74,401
336,player,0.8362768888473511,397,295,474,496
336,player,0.8054980635643005,904,395,974,644
336,player,0.7692014575004578,338,317,399,522
336,player,0.742328941822052,599,319,725,559
336,player,0.6914420127868652,495,162,560,345
336,player,0.6772076487541199,721,327,805,567
336,player,0.6451050639152527,1021,467,1083,547
336,referee,0.4923758804798126,271,178,319,354
336,player,0.4348880648612976,684,329,725,553
336,player,0.38127458095550537,595,227,648,410
337,referee,0.8836517930030823,246,506,340,707
337,player,0.8390172719955444,0,207,73,400
337,player,0.8330559134483337,399,295,474,496
337,player,0.8009243011474609,904,394,974,644
337,player,0.76717209815979,338,317,399,527
337,player,0.7316820025444031,598,320,725,560
337,player,0.6641190052032471,723,329,803,565
337,player,0.6635655164718628,495,161,560,345
337,player,0.6506460905075073,1021,467,1083,547
337,referee,0.44758340716362,270,180,319,354
